Index,Round,College,Branch,Stream,Quota,Category,SeatGender,OpeningRank,ClosingRank
19.0,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN,Both Male and Female Seats,548214.0,965615.0,18.0,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science,B.Tech,Home State,SC(Girl),Female Seats,1150169.0,1150169.0,,
19.0,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN,Both Male and Female Seats,548214.0,965615.0,20.0,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1325158.0,1325158.0,,
21.0,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,481629.0,626129.0,20.0,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1325158.0,1325158.0,,
21.0,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,481629.0,626129.0,22.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,102219.0,106481.0,,
23.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,89209.0,95992.0,22.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,102219.0,106481.0,,
23.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,89209.0,95992.0,24.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,98399.0,260235.0,,
25.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,111081.0,141882.0,24.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,98399.0,260235.0,,
25.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,111081.0,141882.0,26.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,162657.0,174434.0,,
27.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,SC,Both Male and Female Seats,257008.0,712741.0,26.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,162657.0,174434.0,,
27.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,SC,Both Male and Female Seats,257008.0,712741.0,28.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,74982.0,89608.0,,
29.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC(Girl),Female Seats,106587.0,118977.0,28.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,74982.0,89608.0,,
29.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC(Girl),Female Seats,106587.0,118977.0,30.0,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Computer Engg.,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,256436.0,272710.0,,
31.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,495997.0,854452.0,30.0,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical & Computer Engg.,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,256436.0,272710.0,,
31.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,495997.0,854452.0,32.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,501591.0,1372123.0,,
33.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,287810.0,451327.0,32.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,501591.0,1372123.0,,
33.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,287810.0,451327.0,34.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,684260.0,684260.0,,
35.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,315932.0,902946.0,34.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,684260.0,684260.0,,
35.0,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,315932.0,902946.0,36.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,125498.0,301168.0,,
37.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,403606.0,578036.0,36.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,125498.0,301168.0,,
37.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,403606.0,578036.0,38.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC(Girl),Female Seats,1251309.0,1251309.0,,
39.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC(Girl),Female Seats,629993.0,1213323.0,38.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC(Girl),Female Seats,1251309.0,1251309.0,,
39.0,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC(Girl),Female Seats,629993.0,1213323.0,40.0,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,324383.0,415337.0,,
41.0,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,242585.0,312769.0,40.0,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,324383.0,415337.0,,
41.0,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,242585.0,312769.0,42.0,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1195781.0,1403334.0,,
43.0,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,860911.0,1190629.0,42.0,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1195781.0,1403334.0,,
43.0,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,860911.0,1190629.0,44.0,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,576646.0,1333960.0,,
45.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,302746.0,408300.0,44.0,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,576646.0,1333960.0,,
45.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,302746.0,408300.0,46.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,148715.0,238509.0,,
47.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,860618.0,1179345.0,46.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,148715.0,238509.0,,
47.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,860618.0,1179345.0,48.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,378164.0,453316.0,,
49.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,195306.0,238201.0,48.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,378164.0,453316.0,,
49.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,195306.0,238201.0,50.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(AF),Both Male and Female Seats,538011.0,550176.0,,
51.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Business System,B.Tech,Home State,OPEN(GIRL),Female Seats,365638.0,517498.0,50.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(AF),Both Male and Female Seats,538011.0,550176.0,,
51.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Business System,B.Tech,Home State,OPEN(GIRL),Female Seats,365638.0,517498.0,52.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,OPEN,Both Male and Female Seats,524071.0,804068.0,,
53.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,BC,Both Male and Female Seats,387784.0,472930.0,52.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,OPEN,Both Male and Female Seats,524071.0,804068.0,,
53.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,BC,Both Male and Female Seats,387784.0,472930.0,54.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,460468.0,564060.0,,
55.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Internet Of Things),B.Tech,Home State,EWS(GL),Female Seats,524568.0,527144.0,54.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,460468.0,564060.0,,
55.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Internet Of Things),B.Tech,Home State,EWS(GL),Female Seats,524568.0,527144.0,56.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics Engineering (VLSI Design and Technology),B.Tech,Home State,BC,Both Male and Female Seats,902316.0,1336809.0,,
57.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence)(Collaboration & Twining Program),B.Tech,All India,OPEN,Both Male and Female Seats,52896.0,295365.0,56.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics Engineering (VLSI Design and Technology),B.Tech,Home State,BC,Both Male and Female Seats,902316.0,1336809.0,,
57.0,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence)(Collaboration & Twining Program),B.Tech,All India,OPEN,Both Male and Female Seats,52896.0,295365.0,58.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,SC(Girl),Female Seats,375050.0,423657.0,,
59.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,458537.0,587770.0,58.0,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,SC(Girl),Female Seats,375050.0,423657.0,,
59.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,458537.0,587770.0,60.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1045284.0,1128966.0,,
61.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,852182.0,852182.0,60.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1045284.0,1128966.0,,
61.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,852182.0,852182.0,62.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science,B.Tech,Home State,OPEN(GIRL),Female Seats,619875.0,826192.0,,
63.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Design,B.Tech,Home State,BC,Both Male and Female Seats,1209621.0,1209621.0,62.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science,B.Tech,Home State,OPEN(GIRL),Female Seats,619875.0,826192.0,,
63.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Design,B.Tech,Home State,BC,Both Male and Female Seats,1209621.0,1209621.0,64.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Design,B.Tech,Home State,OPEN,Both Male and Female Seats,722872.0,1156146.0,,
65.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,529411.0,588203.0,64.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Design,B.Tech,Home State,OPEN,Both Male and Female Seats,722872.0,1156146.0,,
65.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,529411.0,588203.0,66.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,496238.0,546682.0,,
67.0,Round 1,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,1153312.0,1307988.0,66.0,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,496238.0,546682.0,,
67.0,Round 1,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,1153312.0,1307988.0,68.0,Round 1,"SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,227389.0,665883.0,,
69.0,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,630441.0,1189818.0,68.0,Round 1,"SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,227389.0,665883.0,,
69.0,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,630441.0,1189818.0,70.0,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,275145.0,592805.0,,
